analytics_avg_percentage_viewed,analytics_avg_view_duration,analytics_avg_view_duration_seconds,analytics_card_clicks,analytics_card_shown,analytics_comments,analytics_ctr,analytics_dislikes,analytics_end_screen_clicks,analytics_end_screen_shown,analytics_engagement_rate,analytics_impressions,analytics_like_rate,analytics_likes,analytics_net_subscribers,analytics_retention_rate,analytics_share_rate,analytics_shares,analytics_subscribers_gained,analytics_subscribers_lost,analytics_unique_viewers,analytics_views,analytics_views_per_impression,analytics_views_per_viewer,analytics_watch_time_hours,artist_name,channel_title,comment_count,days_since_published,difficulty,duration_seconds,duration_text,growth_rate,is_short,like_count,published_at,published_date,published_day_of_week,published_hour,published_is_weekend,published_time,release_date,release_status,song_name,source,support_rate,tags,taiko_id,video_id,video_title,view_count,view_count_diff,view_count_updated
64.82,0:00:11,11,0,0,0,1.92,1,0,0,0.4,4480,75.0,3,0,28.44,0.0,0,0,0,0,757,0.169,0.0,1.6723,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,3,"Jan 18, 2024",2024-01-18,3,6,0,06:00:06,,,【SPECIALZ - King Gnu】たいこで叩いてみた｜メロディ#shorts #specialz  #kinggnu  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Gxob3bvP0Qw,【SPECIALZ - King Gnu】たいこで叩いてみた｜メロディ#shorts #specialz  #kinggnu  #たいこでヒットソング,756,1,757
75.63,0:00:13,13,0,0,0,2.26,4,0,0,0.83,7668,86.67,26,2,39.81,0.0,0,3,1,0,3133,0.4086,0.0,10.8695,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,26,"Jan 10, 2024",2024-01-10,2,8,0,08:00:07,,,【第ゼロ感 - 10-FEET】たいこで叩いてみた｜メロディ#shorts #第ゼロ感 #10feet #スラムダンク #slamdunk #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,D1ycmYy2yH0,【第ゼロ感 - 10-FEET】たいこで叩いてみた｜メロディ#shorts #第ゼロ感 #10feet #スラムダンク #slamdunk #たいこでヒットソング,3132,1,3133
70.36,0:00:12,12,0,0,0,1.59,1,0,0,0.61,11139,90.0,9,2,34.96,0.0,0,2,0,0,1485,0.1333,0.0,4.2537,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,9,"Jan 10, 2024",2024-01-10,2,6,0,06:00:17,,,【DANZEN!ふたりはプリキュア - 五條真由美】たいこで叩いてみた｜メロディ#shorts #DANZENふたりはプリキュア #ふたりはプリキュア #五條真由美 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,g3DlyzVpQiU,【DANZEN!ふたりはプリキュア - 五條真由美】たいこで叩いてみた｜メロディ#shorts #DANZENふたりはプリキュア #ふたりはプリキュア #五條真由美 #たいこでヒットソング,1484,1,1485
96.95,0:00:17,17,0,0,0,4.3,2,0,0,1.38,12594,91.67,22,6,43.56,0.0,0,6,0,0,1592,0.1264,0.0,6.0965,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,22,"Jan 9, 2024",2024-01-09,1,8,0,08:00:26,,,【大好きになればいいんじゃない？ - すとぷり】たいこで叩いてみた｜メロディ#shorts #大好きになればいいんじゃない #すとぷり #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,xKatAcdcSdQ,【大好きになればいいんじゃない？ - すとぷり】たいこで叩いてみた｜メロディ#shorts #大好きになればいいんじゃない #すとぷり #たいこでヒットソング,1585,7,1592
70.45,0:00:12,12,0,0,0,2.05,0,0,0,0.63,4879,100.0,7,0,31.03,0.0,0,0,0,0,1112,0.2279,0.0,3.101,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,7,"Jan 9, 2024",2024-01-09,1,5,0,05:53:42,,,【CITRUS - Da-iCE】たいこで叩いてみた｜メロディ#shorts #citrus  #daice  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,q6YBRXAmmeY,【CITRUS - Da-iCE】たいこで叩いてみた｜メロディ#shorts #citrus  #daice  #たいこでヒットソング,1112,,
28.57,0:00:28,28,0,0,5,4.86,1,0,0,1.31,25573,94.12,16,1,0.0,0.1867,3,2,1,0,1607,0.0628,0.0,12.6268,たいこでヒットソング,たいこでヒットソング,4,0,,99,99.0,0,False,16,"Jan 4, 2024",2024-01-04,3,8,0,08:49:58,,,【千本桜 激ムズ】たいこで叩いてみた｜メロディ#shorts #千本桜 #ボカロ #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Q5v4vzQQq_c,【千本桜 激ムズ】たいこで叩いてみた｜メロディ#shorts #千本桜 #ボカロ #たいこでヒットソング,1606,1,1607
70.81,0:00:12,12,0,0,1,2.95,8,0,0,0.9,6713,75.76,25,5,41.12,0.0347,1,6,1,0,2879,0.4289,0.0,9.2605,たいこでヒットソング,たいこでヒットソング,3,0,,18,18.0,0,True,25,"Jan 4, 2024",2024-01-04,3,8,0,08:00:12,,,【勇者 - YOASOBI】たいこで叩いてみた｜#shorts #勇者 #yoasobi #葬送のフリーレン #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Wg8pet3QAH8,【勇者 - YOASOBI】たいこで叩いてみた｜#shorts #勇者 #yoasobi #葬送のフリーレン #たいこでヒットソング,2871,8,2879
74.66,0:00:13,13,0,0,0,1.85,4,0,0,0.78,8629,86.21,25,7,45.08,0.0,0,8,1,0,3215,0.3726,0.0,10.9355,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,25,"Jan 4, 2024",2024-01-04,3,3,0,03:00:31,,,【にんげんっていいな - 中島 義実】たいこで叩いてみた｜メロディ#shorts #にんげんっていいな #中島義実 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,n8SCbvJcEpk,【にんげんっていいな - 中島 義実】たいこで叩いてみた｜メロディ#shorts #にんげんっていいな #中島義実 #たいこでヒットソング,3211,4,3215
81.4,0:00:14,14,0,0,0,1.66,0,0,0,1.18,5412,100.0,7,0,22.25,0.0,0,0,0,0,593,0.1096,0.0,1.5027,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,7,"Jan 3, 2024",2024-01-03,2,8,0,08:00:15,,,【シンデレラガール - King & Prince】たいこで叩いてみた｜メロディ#shorts #シンデレラガール #kingandprince Prince #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,N236gQAQnsQ,【シンデレラガール - King & Prince】たいこで叩いてみた｜メロディ#shorts #シンデレラガール #kingandprince Prince #たいこでヒットソング,590,3,593
79.36,0:00:14,14,0,0,3,2.16,5,0,0,0.96,8340,83.33,25,10,36.52,0.0342,1,13,3,0,2923,0.3505,0.0,10.4728,たいこでヒットソング,たいこでヒットソング,4,0,,18,18.0,0,True,25,"Jan 3, 2024",2024-01-03,2,3,0,03:00:08,,,【残酷な天使のテーゼ - 高橋洋子】たいこで叩いてみた｜メロディ#shorts #残酷な天使のテーゼ #高橋洋子 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,KCfpJO7DOGE,【残酷な天使のテーゼ - 高橋洋子】たいこで叩いてみた｜メロディ#shorts #残酷な天使のテーゼ #高橋洋子 #たいこでヒットソング,2920,3,2923
81.58,0:00:14,14,0,0,0,3.1,3,0,0,0.63,12963,78.57,11,5,38.94,0.0,0,5,0,0,1736,0.1339,0.0,5.2522,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,11,"Jan 2, 2024",2024-01-02,1,8,0,08:00:21,,,【となりのトトロ - 井上あずみ】たいこで叩いてみた｜メロディ#shorts #となりのトトロ #井上あずみ #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,jJQ7qJJ5xeQ,【となりのトトロ - 井上あずみ】たいこで叩いてみた｜メロディ#shorts #となりのトトロ #井上あずみ #たいこでヒットソング,1720,16,1736
85.72,0:00:15,15,0,0,0,2.22,2,0,0,0.87,20325,88.89,16,2,34.37,0.0,0,4,2,0,1831,0.0901,0.0,5.2569,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,16,"Jan 2, 2024",2024-01-02,1,3,0,03:00:26,,,【勇気100% - 光GENJI】たいこで叩いてみた｜メロディ#shorts #勇気100% #光GENJI #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Y4koqXUbou0,【勇気100% - 光GENJI】たいこで叩いてみた｜メロディ#shorts #勇気100% #光GENJI #たいこでヒットソング,1814,17,1831
79.44,0:00:14,14,0,0,0,1.9,2,0,0,0.57,4411,77.78,7,2,37.84,0.0,0,2,0,0,1227,0.2782,0.0,3.9013,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,7,"Jan 1, 2024",2024-01-01,0,8,0,08:00:07,,,【青のすみか - キタニタツヤ】たいこで叩いてみた｜メロディ#shorts #青のすみか #キタニタツヤ #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,IvetwpmRGt4,【青のすみか - キタニタツヤ】たいこで叩いてみた｜メロディ#shorts #青のすみか #キタニタツヤ #たいこでヒットソング,1226,1,1227
66.19,0:00:11,11,0,0,0,1.94,3,0,0,0.3,4587,40.0,2,0,28.3,0.0,0,0,0,0,662,0.1443,0.0,1.4001,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,2,"Jan 1, 2024",2024-01-01,0,3,0,03:00:11,,,【白日 - King Gnu】たいこで叩いてみた｜メロディ#shorts #白日 #KingGnu #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Kqxdsp50O0w,【白日 - King Gnu】たいこで叩いてみた｜メロディ#shorts #白日 #KingGnu #たいこでヒットソング,659,3,662
59.91,0:00:10,10,0,0,0,0.53,3,0,0,0.53,3238,57.14,4,2,22.59,0.0,0,2,0,0,753,0.2326,0.0,1.6206,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,4,"Dec 31, 2023",2023-12-31,6,8,1,08:00:11,,,【LADY - 米津玄師】たいこで叩いてみた｜メロディ#shorts #lady  #米津玄師 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,UZG--cT9JuU,【LADY - 米津玄師】たいこで叩いてみた｜メロディ#shorts #lady  #米津玄師 #たいこでヒットソング,751,2,753
76.56,0:00:13,13,0,0,1,2.41,5,0,0,0.9,6029,85.71,30,9,42.82,0.029,1,9,0,0,3450,0.5722,0.0,12.186,たいこでヒットソング,たいこでヒットソング,2,0,,18,18.0,0,True,30,"Dec 31, 2023",2023-12-31,6,3,1,03:00:23,,,【唱 - Ado】たいこで叩いてみた｜メロディ#shorts #唱 #ado  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,SYUtcrK5Q7M,【唱 - Ado】たいこで叩いてみた｜メロディ#shorts #唱 #ado  #たいこでヒットソング,3439,11,3450
69.78,0:00:12,12,0,0,0,1.25,2,0,0,0.5,5587,66.67,4,0,26.32,0.0,0,0,0,0,805,0.1441,0.0,2.0234,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,4,"Dec 31, 2023",2023-12-31,6,3,1,03:00:15,,,【新宝島 - サカナクション】たいこで叩いてみた｜メロディ#shorts #新宝島 #サカナクション #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,_ZrVfG8kMro,【新宝島 - サカナクション】たいこで叩いてみた｜メロディ#shorts #新宝島 #サカナクション #たいこでヒットソング,804,1,805
81.31,0:00:14,14,0,0,3,4.14,6,0,0,0.84,8376,85.37,35,11,55.46,0.0,0,11,0,0,4515,0.539,0.0,16.8681,たいこでヒットソング,たいこでヒットソング,4,0,,18,18.0,0,True,35,"Dec 30, 2023",2023-12-30,5,8,1,08:00:30,,,【人マニア - 原口沙輔】たいこで叩いてみた｜メロディ#shorts #人マニア #原口沙輔 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,erq7vCtqNs4,【人マニア - 原口沙輔】たいこで叩いてみた｜メロディ#shorts #人マニア #原口沙輔 #たいこでヒットソング,4508,7,4515
80.72,0:00:14,14,0,0,0,4.19,1,0,0,0.69,9184,93.75,15,2,36.51,0.0,0,2,0,0,2182,0.2376,0.0,6.7988,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,15,"Dec 30, 2023",2023-12-30,5,3,1,03:00:16,,,【サチアレ - なにわ男子】たいこで叩いてみた｜メロディ#shorts #サチアレ #なにわ男子 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Mr9qh9CGbgI,【サチアレ - なにわ男子】たいこで叩いてみた｜メロディ#shorts #サチアレ #なにわ男子 #たいこでヒットソング,2166,16,2182
61.15,0:00:11,11,0,0,0,1.32,1,0,0,0.96,3328,85.71,6,1,26.48,0.0,0,1,0,0,628,0.1887,0.0,1.2633,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,6,"Dec 29, 2023",2023-12-29,4,8,0,08:00:05,,,【風になる - つじあやの】たいこで叩いてみた｜メロディ#shorts #風になる  #つじあやの #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Ea1xWWJHPQc,【風になる - つじあやの】たいこで叩いてみた｜メロディ#shorts #風になる  #つじあやの #たいこでヒットソング,626,2,628
68.57,0:00:12,12,0,0,0,2.41,0,0,0,0.45,6561,100.0,3,0,33.09,0.0,0,1,1,0,663,0.1011,0.0,1.49,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,3,"Dec 29, 2023",2023-12-29,4,3,0,03:00:07,,,【世界に一つだけの花 - SMAP】たいこで叩いてみた｜メロディ#shorts #世界に一つだけの花 #smap  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,FCCLOUhdJkQ,【世界に一つだけの花 - SMAP】たいこで叩いてみた｜メロディ#shorts #世界に一つだけの花 #smap  #たいこでヒットソング,661,2,663
75.21,0:00:13,13,0,0,0,4.55,2,0,0,0.7,9579,91.67,22,5,39.08,0.0,0,6,1,0,3151,0.3289,0.0,10.6169,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,22,"Dec 28, 2023",2023-12-28,3,8,0,08:00:18,,,【僕らまた - SG】たいこで叩いてみた｜メロディ#shorts #僕らまた #sg  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,k2LxEdr_49Y,【僕らまた - SG】たいこで叩いてみた｜メロディ#shorts #僕らまた #sg  #たいこでヒットソング,3148,3,3151
62.97,0:00:11,11,0,0,0,0.95,0,0,0,0.81,5981,100.0,4,0,21.34,0.0,0,0,0,0,491,0.0821,0.0,0.8364,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,4,"Dec 28, 2023",2023-12-28,3,3,0,03:00:32,,,【Starting Over - sumika】たいこで叩いてみた｜メロディ#shorts #startingover  #sumika  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,w5Yosd4NbsE,【Starting Over - sumika】たいこで叩いてみた｜メロディ#shorts #startingover  #sumika  #たいこでヒットソング,488,3,491
148.4,0:00:26,26,0,0,0,0.95,0,0,0,0.52,3581,100.0,2,0,16.76,0.0,0,0,0,0,383,0.107,0.0,1.2772,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,2,"Dec 27, 2023",2023-12-27,2,8,0,08:00:12,,,【グラデーション - SUPER BEAVER】たいこで叩いてみた｜メロディ#shorts #グラデーション #SUPERBEAVER #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,QYX_qnRu5lM,【グラデーション - SUPER BEAVER】たいこで叩いてみた｜メロディ#shorts #グラデーション #SUPERBEAVER #たいこでヒットソング,382,1,383
91.41,0:00:16,16,0,0,0,3.18,1,0,0,0.61,6701,90.0,9,1,38.03,0.0678,1,1,0,0,1475,0.2201,0.0,5.3733,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,9,"Dec 27, 2023",2023-12-27,2,4,0,04:46:40,,,【わたしの一番かわいいところ - FRUITS ZIPPER】たいこで叩いてみた｜メロディ#shorts #わたしの一番かわいいところ #FRUITSZIPPER #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,29BulRx3Wng,【わたしの一番かわいいところ - FRUITS ZIPPER】たいこで叩いてみた｜メロディ#shorts #わたしの一番かわいいところ #FRUITSZIPPER #たいこでヒットソング,1472,3,1475
75.97,0:00:13,13,0,0,0,1.14,0,0,0,0.82,4482,100.0,7,3,32.14,0.0,0,3,0,0,850,0.1896,0.0,2.5177,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,7,"Dec 26, 2023",2023-12-26,1,9,0,09:23:15,,,【さよならエレジー - 菅田将暉】たいこで叩いてみた｜メロディ#shorts #さよならエレジー #菅田将暉 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,QQ5ZQrqswk0,【さよならエレジー - 菅田将暉】たいこで叩いてみた｜メロディ#shorts #さよならエレジー #菅田将暉 #たいこでヒットソング,848,2,850
65.46,0:00:11,11,0,0,0,2.9,1,0,0,0.79,6199,90.91,10,2,39.33,0.0,0,2,0,0,1258,0.2029,0.0,3.4709,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,10,"Dec 26, 2023",2023-12-26,1,9,0,09:22:11,,,【青春コンプレックス - 結束バンド】たいこで叩いてみた｜メロディ#shorts #青春コンプレックス #結束バンド #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,57S2srXr2og,【青春コンプレックス - 結束バンド】たいこで叩いてみた｜メロディ#shorts #青春コンプレックス #結束バンド #たいこでヒットソング,1257,1,1258
70.41,0:00:12,12,0,0,1,1.79,1,0,0,0.79,5583,95.0,19,7,39.22,0.0,0,8,1,0,2516,0.4507,0.0,8.0656,たいこでヒットソング,たいこでヒットソング,1,0,,18,18.0,0,True,19,"Dec 26, 2023",2023-12-26,1,7,0,07:46:11,,,【小さな恋のうた - MONGOL800】たいこで叩いてみた｜メロディ#shorts #小さな恋のうた #mongol800  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,2vdBU0jzgN8,【小さな恋のうた - MONGOL800】たいこで叩いてみた｜メロディ#shorts #小さな恋のうた #mongol800  #たいこでヒットソング,2513,3,2516
74.18,0:00:13,13,0,0,0,1.04,0,0,0,0.56,3448,100.0,5,1,26.53,0.0,0,1,0,0,893,0.259,0.0,2.6511,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,5,"Dec 25, 2023",2023-12-25,0,6,0,06:00:03,,,【アイワナムチュー - MAISONdes】たいこで叩いてみた｜メロディ#shorts #アイワナムチュー #maisondes  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,8o9wZFg_g0U,【アイワナムチュー - MAISONdes】たいこで叩いてみた｜メロディ#shorts #アイワナムチュー #maisondes  #たいこでヒットソング,891,2,893
78.27,0:00:14,14,0,0,1,1.3,5,0,0,0.53,12133,70.59,12,1,37.83,0.0,0,1,0,0,2439,0.201,0.0,8.4928,たいこでヒットソング,たいこでヒットソング,1,0,,18,18.0,0,True,12,"Dec 25, 2023",2023-12-25,0,3,0,03:00:26,,,【ヘビーローテーション - AKB48】たいこで叩いてみた｜メロディ#shorts #ヘビーローテーション #akb48  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,guaBDnd4A68,【ヘビーローテーション - AKB48】たいこで叩いてみた｜メロディ#shorts #ヘビーローテーション #akb48  #たいこでヒットソング,2436,3,2439
74.14,0:00:13,13,0,0,0,1.51,2,0,0,0.56,5434,86.67,13,1,38.96,0.0,0,1,0,0,2302,0.4236,0.0,7.7969,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,13,"Dec 25, 2023",2023-12-25,0,1,0,01:14:04,,,【粉雪 - レミオロメン】たいこで叩いてみた｜メロディ#shorts #粉雪 #レミオロメン #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,yVF12zRf8CM,【粉雪 - レミオロメン】たいこで叩いてみた｜メロディ#shorts #粉雪 #レミオロメン #たいこでヒットソング,2298,4,2302
70.11,0:00:12,12,0,0,0,1.26,1,0,0,0.3,5617,66.67,2,1,27.86,0.0,0,1,0,0,660,0.1175,0.0,1.5848,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,2,"Dec 25, 2023",2023-12-25,0,1,0,01:10:18,,,【スノーマジックファンタジー - SEKAI NO OWARI】たいこで叩いてみた｜メロディ#shorts #スノーマジックファンタジー #sekainoowari  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,SvGAPYPxgqs,【スノーマジックファンタジー - SEKAI NO OWARI】たいこで叩いてみた｜メロディ#shorts #スノーマジックファンタジー #sekainoowari  #たいこでヒットソング,658,2,660
94.81,0:00:17,17,0,0,0,0.37,2,0,0,0.71,3472,71.43,5,0,28.19,0.0,0,0,0,0,703,0.2025,0.0,2.4292,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,5,"Dec 25, 2023",2023-12-25,0,1,0,01:09:18,,,【ホワイトキス - 鈴木鈴木】たいこで叩いてみた｜メロディ#shorts #ホワイトキス #鈴木鈴木 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,_RTL22nbsrQ,【ホワイトキス - 鈴木鈴木】たいこで叩いてみた｜メロディ#shorts #ホワイトキス #鈴木鈴木 #たいこでヒットソング,702,1,703
68.56,0:00:12,12,0,0,0,0.57,2,0,0,0.56,3332,71.43,5,1,29.22,0.0,0,1,0,0,896,0.2689,0.0,2.4675,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,5,"Dec 25, 2023",2023-12-25,0,1,0,01:08:23,,,【silent - SEKAI NO OWARI】たいこで叩いてみた｜メロディ#shorts #silent  #sekainoowari  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,lPuTIpnaBmk,【silent - SEKAI NO OWARI】たいこで叩いてみた｜メロディ#shorts #silent  #sekainoowari  #たいこでヒットソング,894,2,896
74.53,0:00:13,13,0,0,0,1.35,0,0,0,0.74,4884,100.0,7,1,30.28,0.0,0,1,0,0,947,0.1939,0.0,2.8591,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,7,"Dec 25, 2023",2023-12-25,0,1,0,01:07:23,,,【クリスマスソング - back number】たいこで叩いてみた｜メロディ#shorts #クリスマスソング #backnumber #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,4xSPno7THjw,【クリスマスソング - back number】たいこで叩いてみた｜メロディ#shorts #クリスマスソング #backnumber #たいこでヒットソング,946,1,947
80.72,0:00:14,14,0,0,0,2.51,3,0,0,0.54,5451,82.35,14,1,41.47,0.0,0,2,1,0,2575,0.4724,0.0,9.47,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,14,"Dec 22, 2023",2023-12-22,4,8,0,08:00:11,,,【サインはB - B小町】たいこで叩いてみた｜メロディ#shorts #サインはb  #B小町 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,QemepqvQ7UM,【サインはB - B小町】たいこで叩いてみた｜メロディ#shorts #サインはb  #B小町 #たいこでヒットソング,2573,2,2575
68.14,0:00:12,12,0,0,0,2.36,4,0,0,0.6,4699,80.95,17,4,47.11,0.0,0,4,0,0,2833,0.6029,0.0,8.9625,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,17,"Dec 22, 2023",2023-12-22,4,6,0,06:00:19,,,【死ぬな！ - こっちのけんと】たいこで叩いてみた｜メロディ#shorts #死ぬな #こっちのけんと #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,qQwuzVqhad4,【死ぬな！ - こっちのけんと】たいこで叩いてみた｜メロディ#shorts #死ぬな #こっちのけんと #たいこでヒットソング,2830,3,2833
68.69,0:00:12,12,0,0,0,1.09,0,0,0,0.3,3660,100.0,1,0,17.77,0.0,0,0,0,0,337,0.0921,0.0,0.5752,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,1,"Dec 22, 2023",2023-12-22,4,3,0,03:00:11,,,【やさしさに包まれたなら - 荒井由実】たいこで叩いてみた｜メロディ#shorts #やさしさに包まれたなら #荒井由実 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,FKd2XhfmGL4,【やさしさに包まれたなら - 荒井由実】たいこで叩いてみた｜メロディ#shorts #やさしさに包まれたなら #荒井由実 #たいこでヒットソング,335,2,337
63.73,0:00:11,11,0,0,0,0.45,1,0,0,0.63,3359,83.33,5,0,24.17,0.0,0,0,0,0,796,0.237,0.0,1.9389,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,5,"Dec 21, 2023",2023-12-21,3,9,0,09:00:04,,,【Stardom - King Gnu】たいこで叩いてみた｜メロディ#shorts #stardom  #kinggnu  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,71TKyrKhyn8,【Stardom - King Gnu】たいこで叩いてみた｜メロディ#shorts #stardom  #kinggnu  #たいこでヒットソング,794,2,796
79.02,0:00:14,14,0,0,0,1.28,0,0,0,0.84,5716,100.0,12,1,33.32,0.07,1,2,1,0,1428,0.2498,0.0,4.8,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,12,"Dec 21, 2023",2023-12-21,3,6,0,06:00:16,,,【Mela! - 緑黄色社会】たいこで叩いてみた｜メロディ#shorts #mela  #緑黄色社会 #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,imgqAPuKOCQ,【Mela! - 緑黄色社会】たいこで叩いてみた｜メロディ#shorts #mela  #緑黄色社会 #たいこでヒットソング,1423,5,1428
84.37,0:00:15,15,0,0,4,2.65,2,0,0,0.64,5928,88.24,15,5,44.59,0.0,0,6,1,0,2973,0.5015,0.0,11.5548,たいこでヒットソング,たいこでヒットソング,3,0,,18,18.0,0,True,15,"Dec 21, 2023",2023-12-21,3,3,0,03:00:05,,,【スターマイン - Da-iCE】たいこで叩いてみた｜メロディ#shorts #スターマイン #daice  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,C2BSYPqelQQ,【スターマイン - Da-iCE】たいこで叩いてみた｜メロディ#shorts #スターマイン #daice  #たいこでヒットソング,2970,3,2973
68.33,0:00:12,12,0,0,0,1.62,1,0,0,0.81,4434,87.5,7,1,31.88,0.0,0,1,0,0,859,0.1937,0.0,2.1687,たいこでヒットソング,たいこでヒットソング,0,0,,18,18.0,0,True,7,"Dec 20, 2023",2023-12-20,2,9,0,09:00:26,,,【絆ノ奇跡 - MAN WITH A MISSION × milet】たいこで叩いてみた｜メロディ#shorts #MANWITHAMISSION #milet  #たいこでヒットソング,channel_history,0,"#たいこでヒットソング,#音ゲー,#リズムゲーム",,Ov7fnSBHAbU,【絆ノ奇跡 - MAN WITH A MISSION × milet】たいこで叩いてみた｜メロディ#shorts #MANWITHAMISSION #milet  #たいこでヒットソング,859,,
